analysis_view,conference,analysis_stratum,dimension,value,papers,papers_present,paper_prevalence,design_weighted_prevalence,mean_count_per_paper,median_count_per_paper,status
combined_400,ICML,all,appendix_category,extended_method,100,68,0.68,0.694686602,1.15,1.0,interim
combined_400,ICML,all,appendix_category,failure_case,100,14,0.14,0.140456826,0.16,0.0,interim
combined_400,ICML,all,appendix_category,hyperparameter,100,41,0.41,0.451663176,0.46,0.0,interim
combined_400,ICML,all,appendix_category,implementation_detail,100,72,0.72,0.718063605,1.12,1.0,interim
combined_400,ICML,all,appendix_category,other,100,48,0.48,0.449958603,0.72,0.0,interim
combined_400,ICML,all,appendix_category,proof,100,51,0.51,0.518628549,1.52,1.0,interim
combined_400,ICML,all,appendix_category,qualitative_example,100,41,0.41,0.418594458,0.49,0.0,interim
combined_400,ICML,all,appendix_category,reproducibility,100,37,0.37,0.361125992,0.5,0.0,interim
combined_400,ICML,all,appendix_category,review_response_residue,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,appendix_category,robustness,100,42,0.42,0.43193883,0.58,0.0,interim
combined_400,ICML,all,claim_status,closed,100,94,0.94,0.939365899,1.98,2.0,interim
combined_400,ICML,all,claim_status,not_testable_here,100,41,0.41,0.400525983,0.42,0.0,interim
combined_400,ICML,all,claim_status,open,100,30,0.3,0.269079043,0.31,0.0,interim
combined_400,ICML,all,claim_status,partially_closed,100,100,1.0,1.0,4.1,4.0,interim
combined_400,ICML,all,limitation_type,assumption,100,6,0.06,0.052111236,0.11,0.0,interim
combined_400,ICML,all,limitation_type,assumption / causality,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,limitation_type,assumption/causality,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,limitation_type,baseline,100,2,0.02,0.020211367,0.02,0.0,interim
combined_400,ICML,all,limitation_type,causality,100,3,0.03,0.017532752,0.03,0.0,interim
combined_400,ICML,all,limitation_type,compute,100,8,0.08,0.072322603,0.1,0.0,interim
combined_400,ICML,all,limitation_type,data,100,6,0.06,0.052111236,0.09,0.0,interim
combined_400,ICML,all,limitation_type,data/generality,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,limitation_type,deployment,100,4,0.04,0.031899868,0.06,0.0,interim
combined_400,ICML,all,limitation_type,deployment / ethics,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,limitation_type,deployment/ethics,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,limitation_type,ethics,100,3,0.03,0.026055618,0.03,0.0,interim
combined_400,ICML,all,limitation_type,generality,100,7,0.07,0.075001218,0.07,0.0,interim
combined_400,ICML,all,limitation_type,method/causality,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,limitation_type,metric,100,6,0.06,0.04358837,0.06,0.0,interim
combined_400,ICML,all,limitation_type,reporting,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,limitation_type,scope,100,5,0.05,0.037744119,0.07,0.0,interim
combined_400,ICML,all,limitation_type,statistical reporting,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,limitation_type,unspecified,100,88,0.88,0.887254663,5.93,6.0,interim
combined_400,ICML,all,statistical_field_reported,aggregation_and_denominators,100,2,0.02,0.011688501,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,aggregation_unit,100,2,0.02,0.020211367,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,aggregation_units,100,2,0.02,0.020211367,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,bayesian,100,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,all,statistical_field_reported,bayesian_analysis,100,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,all,statistical_field_reported,bootstrap,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,caption_self_containment,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,center,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,central_tendency,100,2,0.02,0.020211367,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,correlation,100,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,all,statistical_field_reported,decision_quantities,100,2,0.02,0.020211367,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,denominator,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,dispersion,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,dispersion_or_intervals,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,empirical_statistics,100,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,all,statistical_field_reported,figure_caption_independence,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,figure_table_independence,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,hypothesis_tests,100,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,all,statistical_field_reported,intervals,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,methods_not_present,100,2,0.02,0.011688501,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,methods_present,100,2,0.02,0.011688501,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,multiple_comparisons,100,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,all,statistical_field_reported,regression_or_fit,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,seed_level,100,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,all,statistical_field_reported,seed_task_dataset_levels,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,significance_vs_substance,100,2,0.02,0.011688501,0.02,0.0,interim
combined_400,ICML,all,statistical_field_reported,statistical_significance_vs_mechanism,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,theoretical_probability,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,uncertainty_in_visuals,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,statistical_field_reported,uncertainty_reporting,100,1,0.01,0.014367116,0.01,0.0,interim
combined_400,ICML,all,theory_kind,corollary,100,20,0.2,0.17552233,0.53,0.0,interim
combined_400,ICML,all,theory_kind,displayed_equation,100,49,0.49,0.49091706,2.2,0.0,interim
combined_400,ICML,all,theory_kind,lemma,100,32,0.32,0.305313398,2.04,0.0,interim
combined_400,ICML,all,theory_kind,numbered_equation,100,88,0.88,0.895777529,15.77,11.0,interim
combined_400,ICML,all,theory_kind,proof,100,40,0.4,0.394681732,1.56,0.0,interim
combined_400,ICML,all,theory_kind,proposition,100,30,0.3,0.2680563,1.14,0.0,interim
combined_400,ICML,all,theory_kind,theorem,100,43,0.43,0.42073735,2.02,0.0,interim
combined_400,ICML,all,theory_role,core_chain,100,92,0.92,0.927677397,9.45,8.0,interim
combined_400,ICML,all,theory_role,diagnostic,100,68,0.68,0.685140993,2.23,1.0,interim
combined_400,ICML,all,theory_role,explanation,100,83,0.83,0.833487557,6.31,4.0,interim
combined_400,ICML,all,theory_role,guarantee,100,51,0.51,0.500560074,7.27,1.0,interim
combined_400,ICML,all,visual_kind,algorithm,100,57,0.57,0.570739785,1.18,1.0,interim
combined_400,ICML,all,visual_kind,figure,100,98,0.98,0.980811377,13.39,10.0,interim
combined_400,ICML,all,visual_kind,table,100,94,0.94,0.948911508,8.2,7.0,interim
combined_400,ICML,all,visual_module,ablation,100,68,0.68,0.678663615,3.09,2.0,interim
combined_400,ICML,all,visual_module,abstract,100,8,0.08,0.072322603,0.08,0.0,interim
combined_400,ICML,all,visual_module,appendix,100,95,0.95,0.954755759,11.81,8.0,interim
combined_400,ICML,all,visual_module,experimental_design,100,19,0.19,0.170700823,0.31,0.0,interim
combined_400,ICML,all,visual_module,introduction,100,41,0.41,0.434617445,0.42,0.0,interim
combined_400,ICML,all,visual_module,limitations,100,1,0.01,0.005844251,0.01,0.0,interim
combined_400,ICML,all,visual_module,method,100,87,0.87,0.882433156,1.92,2.0,interim
combined_400,ICML,all,visual_module,other,100,3,0.03,0.034578483,0.03,0.0,interim
combined_400,ICML,all,visual_module,related_work,100,2,0.02,0.020211367,0.02,0.0,interim
combined_400,ICML,all,visual_module,results,100,97,0.97,0.974967126,4.7,4.0,interim
combined_400,ICML,all,visual_module,theory,100,23,0.23,0.226123801,0.38,0.0,interim
combined_400,ICML,oral,abstract_function,core_idea,49,46,0.93877551,0.93877551,0.93877551,1.0,interim
combined_400,ICML,oral,abstract_function,experimental_setup,49,34,0.693877551,0.693877551,0.693877551,1.0,interim
combined_400,ICML,oral,abstract_function,impact_claim,49,44,0.897959184,0.897959184,0.897959184,1.0,interim
combined_400,ICML,oral,abstract_function,limitation,49,10,0.204081633,0.204081633,0.204081633,0.0,interim
combined_400,ICML,oral,abstract_function,method,49,46,0.93877551,0.93877551,0.93877551,1.0,interim
combined_400,ICML,oral,abstract_function,object_scope,49,49,1.0,1.0,1.0,1.0,interim
combined_400,ICML,oral,abstract_function,problem_gap,49,46,0.93877551,0.93877551,0.93877551,1.0,interim
combined_400,ICML,oral,abstract_function,qualitative_result,49,42,0.857142857,0.857142857,0.857142857,1.0,interim
combined_400,ICML,oral,abstract_function,quantitative_result,49,22,0.448979592,0.448979592,0.448979592,0.0,interim
combined_400,ICML,oral,abstract_function,theory,49,26,0.530612245,0.530612245,0.530612245,1.0,interim
combined_400,ICML,oral,appendix_category,ablation,49,17,0.346938776,0.346938776,0.510204082,0.0,interim
combined_400,ICML,oral,appendix_category,additional_result,49,38,0.775510204,0.775510204,1.428571429,1.0,interim
combined_400,ICML,oral,appendix_category,dataset_detail,49,16,0.326530612,0.326530612,0.387755102,0.0,interim
combined_400,ICML,oral,appendix_category,ethics_impact,49,1,0.020408163,0.020408163,0.040816327,0.0,interim
combined_400,ICML,oral,appendix_category,extended_method,49,32,0.653061224,0.653061224,1.102040816,1.0,interim
combined_400,ICML,oral,appendix_category,failure_case,49,6,0.12244898,0.12244898,0.142857143,0.0,interim
combined_400,ICML,oral,appendix_category,hyperparameter,49,15,0.306122449,0.306122449,0.367346939,0.0,interim
combined_400,ICML,oral,appendix_category,implementation_detail,49,36,0.734693878,0.734693878,1.163265306,1.0,interim
combined_400,ICML,oral,appendix_category,other,49,27,0.551020408,0.551020408,0.87755102,1.0,interim
combined_400,ICML,oral,appendix_category,proof,49,24,0.489795918,0.489795918,1.591836735,0.0,interim
combined_400,ICML,oral,appendix_category,qualitative_example,49,20,0.408163265,0.408163265,0.489795918,0.0,interim
combined_400,ICML,oral,appendix_category,reproducibility,49,20,0.408163265,0.408163265,0.510204082,0.0,interim
combined_400,ICML,oral,appendix_category,review_response_residue,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,appendix_category,robustness,49,19,0.387755102,0.387755102,0.571428571,0.0,interim
combined_400,ICML,oral,claim_status,closed,49,46,0.93877551,0.93877551,2.163265306,2.0,interim
combined_400,ICML,oral,claim_status,not_testable_here,49,21,0.428571429,0.428571429,0.448979592,0.0,interim
combined_400,ICML,oral,claim_status,open,49,19,0.387755102,0.387755102,0.387755102,0.0,interim
combined_400,ICML,oral,claim_status,partially_closed,49,49,1.0,1.0,3.857142857,4.0,interim
combined_400,ICML,oral,limitation_type,assumption,49,4,0.081632653,0.081632653,0.102040816,0.0,interim
combined_400,ICML,oral,limitation_type,baseline,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,limitation_type,causality,49,3,0.06122449,0.06122449,0.06122449,0.0,interim
combined_400,ICML,oral,limitation_type,compute,49,5,0.102040816,0.102040816,0.12244898,0.0,interim
combined_400,ICML,oral,limitation_type,data,49,4,0.081632653,0.081632653,0.12244898,0.0,interim
combined_400,ICML,oral,limitation_type,deployment,49,3,0.06122449,0.06122449,0.102040816,0.0,interim
combined_400,ICML,oral,limitation_type,ethics,49,2,0.040816327,0.040816327,0.040816327,0.0,interim
combined_400,ICML,oral,limitation_type,generality,49,3,0.06122449,0.06122449,0.06122449,0.0,interim
combined_400,ICML,oral,limitation_type,metric,49,5,0.102040816,0.102040816,0.102040816,0.0,interim
combined_400,ICML,oral,limitation_type,reporting,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,limitation_type,scope,49,4,0.081632653,0.081632653,0.12244898,0.0,interim
combined_400,ICML,oral,limitation_type,statistical reporting,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,limitation_type,unspecified,49,42,0.857142857,0.857142857,5.693877551,6.0,interim
combined_400,ICML,oral,statistical_field_reported,aggregation_and_denominators,49,2,0.040816327,0.040816327,0.040816327,0.0,interim
combined_400,ICML,oral,statistical_field_reported,aggregation_unit,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,aggregation_units,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,central_tendency,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,decision_quantities,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,dispersion_or_intervals,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,empirical_statistics,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,oral,statistical_field_reported,figure_caption_independence,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,figure_table_independence,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,hypothesis_tests,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,oral,statistical_field_reported,methods_not_present,49,2,0.040816327,0.040816327,0.040816327,0.0,interim
combined_400,ICML,oral,statistical_field_reported,methods_present,49,2,0.040816327,0.040816327,0.040816327,0.0,interim
combined_400,ICML,oral,statistical_field_reported,multiple_comparisons,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,oral,statistical_field_reported,seed_level,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,oral,statistical_field_reported,significance_vs_substance,49,2,0.040816327,0.040816327,0.040816327,0.0,interim
combined_400,ICML,oral,statistical_field_reported,theoretical_probability,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,statistical_field_reported,uncertainty_in_visuals,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,theory_kind,corollary,49,12,0.244897959,0.244897959,0.612244898,0.0,interim
combined_400,ICML,oral,theory_kind,displayed_equation,49,25,0.510204082,0.510204082,2.693877551,1.0,interim
combined_400,ICML,oral,theory_kind,lemma,49,17,0.346938776,0.346938776,2.734693878,0.0,interim
combined_400,ICML,oral,theory_kind,numbered_equation,49,41,0.836734694,0.836734694,12.591836735,8.0,interim
combined_400,ICML,oral,theory_kind,proof,49,20,0.408163265,0.408163265,2.285714286,0.0,interim
combined_400,ICML,oral,theory_kind,proposition,49,18,0.367346939,0.367346939,1.428571429,0.0,interim
combined_400,ICML,oral,theory_kind,theorem,49,22,0.448979592,0.448979592,2.265306122,0.0,interim
combined_400,ICML,oral,theory_role,core_chain,49,44,0.897959184,0.897959184,9.816326531,7.0,interim
combined_400,ICML,oral,theory_role,diagnostic,49,32,0.653061224,0.653061224,1.918367347,1.0,interim
combined_400,ICML,oral,theory_role,explanation,49,41,0.836734694,0.836734694,6.265306122,4.0,interim
combined_400,ICML,oral,theory_role,guarantee,49,25,0.510204082,0.510204082,6.612244898,1.0,interim
combined_400,ICML,oral,visual_kind,algorithm,49,28,0.571428571,0.571428571,1.142857143,1.0,interim
combined_400,ICML,oral,visual_kind,figure,49,49,1.0,1.0,14.816326531,11.0,interim
combined_400,ICML,oral,visual_kind,table,49,46,0.93877551,0.93877551,8.530612245,8.0,interim
combined_400,ICML,oral,visual_module,ablation,49,35,0.714285714,0.714285714,4.612244898,2.0,interim
combined_400,ICML,oral,visual_module,abstract,49,5,0.102040816,0.102040816,0.102040816,0.0,interim
combined_400,ICML,oral,visual_module,appendix,49,47,0.959183673,0.959183673,11.775510204,9.0,interim
combined_400,ICML,oral,visual_module,experimental_design,49,12,0.244897959,0.244897959,0.346938776,0.0,interim
combined_400,ICML,oral,visual_module,introduction,49,17,0.346938776,0.346938776,0.346938776,0.0,interim
combined_400,ICML,oral,visual_module,limitations,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,visual_module,method,49,42,0.857142857,0.857142857,2.020408163,2.0,interim
combined_400,ICML,oral,visual_module,other,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,visual_module,related_work,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,oral,visual_module,results,49,48,0.979591837,0.979591837,4.857142857,4.0,interim
combined_400,ICML,oral,visual_module,theory,49,10,0.204081633,0.204081633,0.367346939,0.0,interim
combined_400,ICML,outstanding,abstract_function,core_idea,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,abstract_function,experimental_setup,2,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,outstanding,abstract_function,impact_claim,2,2,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,abstract_function,limitation,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,abstract_function,method,2,2,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,abstract_function,object_scope,2,2,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,abstract_function,problem_gap,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,abstract_function,qualitative_result,2,2,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,abstract_function,quantitative_result,2,2,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,abstract_function,theory,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,appendix_category,additional_result,2,2,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,appendix_category,dataset_detail,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,appendix_category,extended_method,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,appendix_category,failure_case,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,appendix_category,hyperparameter,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,appendix_category,implementation_detail,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,appendix_category,other,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,appendix_category,proof,2,1,0.5,0.5,2.0,2.0,interim
combined_400,ICML,outstanding,appendix_category,robustness,2,1,0.5,0.5,1.5,1.5,interim
combined_400,ICML,outstanding,claim_status,closed,2,2,1.0,1.0,2.0,2.0,interim
combined_400,ICML,outstanding,claim_status,not_testable_here,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,claim_status,partially_closed,2,2,1.0,1.0,4.0,4.0,interim
combined_400,ICML,outstanding,limitation_type,unspecified,2,2,1.0,1.0,6.0,6.0,interim
combined_400,ICML,outstanding,theory_kind,corollary,2,1,0.5,0.5,3.0,3.0,interim
combined_400,ICML,outstanding,theory_kind,lemma,2,1,0.5,0.5,9.0,9.0,interim
combined_400,ICML,outstanding,theory_kind,numbered_equation,2,2,1.0,1.0,26.0,26.0,interim
combined_400,ICML,outstanding,theory_kind,proof,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,theory_kind,proposition,2,1,0.5,0.5,4.0,4.0,interim
combined_400,ICML,outstanding,theory_kind,theorem,2,1,0.5,0.5,3.0,3.0,interim
combined_400,ICML,outstanding,theory_role,core_chain,2,2,1.0,1.0,14.0,14.0,interim
combined_400,ICML,outstanding,theory_role,diagnostic,2,2,1.0,1.0,1.0,1.0,interim
combined_400,ICML,outstanding,theory_role,explanation,2,1,0.5,0.5,13.5,13.5,interim
combined_400,ICML,outstanding,theory_role,guarantee,2,2,1.0,1.0,17.0,17.0,interim
combined_400,ICML,outstanding,visual_kind,algorithm,2,1,0.5,0.5,1.5,1.5,interim
combined_400,ICML,outstanding,visual_kind,figure,2,1,0.5,0.5,6.0,6.0,interim
combined_400,ICML,outstanding,visual_kind,table,2,1,0.5,0.5,3.0,3.0,interim
combined_400,ICML,outstanding,visual_module,appendix,2,1,0.5,0.5,3.5,3.5,interim
combined_400,ICML,outstanding,visual_module,introduction,2,1,0.5,0.5,0.5,0.5,interim
combined_400,ICML,outstanding,visual_module,method,2,1,0.5,0.5,1.0,1.0,interim
combined_400,ICML,outstanding,visual_module,results,2,1,0.5,0.5,3.5,3.5,interim
combined_400,ICML,outstanding,visual_module,theory,2,2,1.0,1.0,2.0,2.0,interim
combined_400,ICML,spotlight,abstract_function,core_idea,49,49,1.0,1.0,1.0,1.0,interim
combined_400,ICML,spotlight,abstract_function,experimental_setup,49,36,0.734693878,0.734693878,0.734693878,1.0,interim
combined_400,ICML,spotlight,abstract_function,impact_claim,49,44,0.897959184,0.897959184,0.897959184,1.0,interim
combined_400,ICML,spotlight,abstract_function,limitation,49,11,0.224489796,0.224489796,0.224489796,0.0,interim
combined_400,ICML,spotlight,abstract_function,method,49,49,1.0,1.0,1.0,1.0,interim
combined_400,ICML,spotlight,abstract_function,object_scope,49,49,1.0,1.0,1.0,1.0,interim
combined_400,ICML,spotlight,abstract_function,problem_gap,49,46,0.93877551,0.93877551,0.93877551,1.0,interim
combined_400,ICML,spotlight,abstract_function,qualitative_result,49,44,0.897959184,0.897959184,0.897959184,1.0,interim
combined_400,ICML,spotlight,abstract_function,quantitative_result,49,21,0.428571429,0.428571429,0.428571429,0.0,interim
combined_400,ICML,spotlight,abstract_function,theory,49,26,0.530612245,0.530612245,0.530612245,1.0,interim
combined_400,ICML,spotlight,appendix_category,ablation,49,13,0.265306122,0.265306122,0.408163265,0.0,interim
combined_400,ICML,spotlight,appendix_category,additional_result,49,35,0.714285714,0.714285714,1.306122449,1.0,interim
combined_400,ICML,spotlight,appendix_category,broader_impact,49,2,0.040816327,0.040816327,0.040816327,0.0,interim
combined_400,ICML,spotlight,appendix_category,dataset_detail,49,23,0.469387755,0.469387755,0.612244898,0.0,interim
combined_400,ICML,spotlight,appendix_category,ethics_impact,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,appendix_category,extended_method,49,35,0.714285714,0.714285714,1.224489796,1.0,interim
combined_400,ICML,spotlight,appendix_category,failure_case,49,7,0.142857143,0.142857143,0.163265306,0.0,interim
combined_400,ICML,spotlight,appendix_category,hyperparameter,49,25,0.510204082,0.510204082,0.551020408,1.0,interim
combined_400,ICML,spotlight,appendix_category,implementation_detail,49,35,0.714285714,0.714285714,1.102040816,1.0,interim
combined_400,ICML,spotlight,appendix_category,other,49,20,0.408163265,0.408163265,0.571428571,0.0,interim
combined_400,ICML,spotlight,appendix_category,proof,49,26,0.530612245,0.530612245,1.428571429,1.0,interim
combined_400,ICML,spotlight,appendix_category,qualitative_example,49,21,0.428571429,0.428571429,0.510204082,0.0,interim
combined_400,ICML,spotlight,appendix_category,reproducibility,49,17,0.346938776,0.346938776,0.510204082,0.0,interim
combined_400,ICML,spotlight,appendix_category,robustness,49,22,0.448979592,0.448979592,0.551020408,0.0,interim
combined_400,ICML,spotlight,claim_status,closed,49,46,0.93877551,0.93877551,1.795918367,2.0,interim
combined_400,ICML,spotlight,claim_status,not_testable_here,49,19,0.387755102,0.387755102,0.387755102,0.0,interim
combined_400,ICML,spotlight,claim_status,open,49,11,0.224489796,0.224489796,0.244897959,0.0,interim
combined_400,ICML,spotlight,claim_status,partially_closed,49,49,1.0,1.0,4.346938776,4.0,interim
combined_400,ICML,spotlight,limitation_type,assumption,49,2,0.040816327,0.040816327,0.12244898,0.0,interim
combined_400,ICML,spotlight,limitation_type,assumption / causality,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,assumption/causality,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,baseline,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,compute,49,3,0.06122449,0.06122449,0.081632653,0.0,interim
combined_400,ICML,spotlight,limitation_type,data,49,2,0.040816327,0.040816327,0.06122449,0.0,interim
combined_400,ICML,spotlight,limitation_type,data/generality,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,deployment,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,deployment / ethics,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,deployment/ethics,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,ethics,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,generality,49,4,0.081632653,0.081632653,0.081632653,0.0,interim
combined_400,ICML,spotlight,limitation_type,method/causality,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,metric,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,scope,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,limitation_type,unspecified,49,44,0.897959184,0.897959184,6.163265306,7.0,interim
combined_400,ICML,spotlight,statistical_field_reported,aggregation_unit,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,aggregation_units,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,bayesian,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,bayesian_analysis,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,bootstrap,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,caption_self_containment,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,center,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,central_tendency,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,correlation,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,decision_quantities,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,denominator,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,dispersion,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,hypothesis_tests,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,intervals,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,multiple_comparisons,49,0,0.0,0.0,0.0,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,regression_or_fit,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,seed_task_dataset_levels,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
combined_400,ICML,spotlight,statistical_field_reported,statistical_significance_vs_mechanism,49,1,0.020408163,0.020408163,0.020408163,0.0,interim
